time,address,agent,price,link
7/5/2023 9:48,"1 Kenilworth Manor, Harold's Cross Road, Harold's Cross, Dublin 6w",Orla Buckley,"€275,000",https://www.myhome.ie/residential/brochure/1-kenilworth-manor-harold-s-cross-road-harold-s-cross-dublin-6w/4715694
7/5/2023 9:48,"St. Anthony's, 17 Beaumont Avenue, Ballintemple, Cork., Ballintemple, Cork",Timothy Sullivan,"€550,000",https://www.myhome.ie/residential/brochure/st-anthony-s-17-beaumont-avenue-ballintemple-cork-ballintemple-cork/4715635
7/5/2023 9:48,"101 Whatley Hall, Archerswood, Clonee, Dublin 15",Alan  Redmond FIPAV MCEI,"€265,000",https://www.myhome.ie/residential/brochure/101-whatley-hall-archerswood-clonee-dublin-15/4715652
7/5/2023 9:48,"2 Glenmore Road, Cabra, Dublin 7",Northside Sales,"€445,000",https://www.myhome.ie/residential/brochure/2-glenmore-road-cabra-dublin-7/4715686
7/5/2023 9:48,"Villa Maria, Cudville, Nenagh, Co. Tipperary",William Talbot,"€275,000",https://www.myhome.ie/residential/brochure/villa-maria-cudville-nenagh-co-tipperary/4715684
7/5/2023 9:48,"Dirtane, Ballyheigue, Kerry",McQuinn Property Services Ltd,"€275,000",https://www.myhome.ie/residential/brochure/dirtane-ballyheigue-kerry/4715680
7/5/2023 9:48,"Whigsborough, Birr, Offaly",Heffernan Auctioneers,"AMV €190,000",https://www.myhome.ie/residential/brochure/whigsborough-birr-offaly/4715671
7/5/2023 9:48,"15 St Mochtas Vale, Clonsilla, Dublin 15, County Dublin",Christina  Wilson,"€385,950",https://www.myhome.ie/residential/brochure/15-st-mochtas-vale-clonsilla-dublin-15-county-dublin/4715678
7/5/2023 9:48,"6 Alexandra Court, Alexandra Road, St. Luke's Cross, Cork City, Cork",Cork Office,"€375,000",https://www.myhome.ie/residential/brochure/6-alexandra-court-alexandra-road-st-luke-s-cross-cork-city-cork/4715674
7/5/2023 9:48,"128 Cabra Park, Dublin 7",Vincent Mullen,"€800,000",https://www.myhome.ie/residential/brochure/128-cabra-park-dublin-7/4715676
7/5/2023 9:48,"17 Hillcrest Manor , Templeogue Manor, Templeogue, Dublin",Dublin  Office,"€295,000",https://www.myhome.ie/residential/brochure/17-hillcrest-manor-templeogue-manor-templeogue-dublin/4713662
7/5/2023 9:48,"1 Elsmore Walk, Naas, Co. Kildare",Padraig Broe,"€475,000",https://www.myhome.ie/residential/brochure/1-elsmore-walk-naas-co-kildare/4714694
7/5/2023 9:48,"51 Glengarriff Parade, Phibsborough, Dublin 7",PropertyTeam Lappin Estates,"€525,000",https://www.myhome.ie/residential/brochure/51-glengarriff-parade-phibsborough-dublin-7/4715670
7/5/2023 9:48,"12 Dundrum Court, Dundrum Castle, Ballinteer Road, Dundrum, Dublin 16, County Dublin",Sean Mason,"€295,000",https://www.myhome.ie/residential/brochure/12-dundrum-court-dundrum-castle-ballinteer-road-dundrum-dublin-16-county-dublin/4681651
7/5/2023 9:48,"Castlepark, Kinsale, County Cork",Sinead  Sinnott,"€545,000",https://www.myhome.ie/residential/brochure/castlepark-kinsale-county-cork/4715668
7/5/2023 9:48,"11 Poplar Grove, Corban's Lane, Naas, Co. Kildare",Padraig Broe,"€220,000",https://www.myhome.ie/residential/brochure/11-poplar-grove-corban-s-lane-naas-co-kildare/4703540
7/5/2023 9:48,"19 Cherry Drive, Delgany, Co. Wicklow",Barbara Lennox,"€550,000",https://www.myhome.ie/residential/brochure/19-cherry-drive-delgany-co-wicklow/4689637
7/5/2023 9:48,"32 Derrycoris Drive., Edenderry, Offaly",John  Kelly MIPAV REV MCEI,"€249,000",https://www.myhome.ie/residential/brochure/32-derrycoris-drive-edenderry-offaly/4715656
7/5/2023 9:48,"5 Parkside Heath, Balgriffin, Dublin 13",David Tobin,"€495,000",https://www.myhome.ie/residential/brochure/5-parkside-heath-balgriffin-dublin-13/4713932
7/5/2023 9:48,"12 The Cloisters, Oldcastle Road, Kells, Co. Meath, Kells, Meath",Laura  Mullen,"€270,000",https://www.myhome.ie/residential/brochure/12-the-cloisters-oldcastle-road-kells-co-meath-kells-meath/4715658
7/5/2023 9:48,"23 Watersedge, Oldtown Demesne, Naas, Co. Kildare",Cathal O'Reilly,"€270,000",https://www.myhome.ie/residential/brochure/23-watersedge-oldtown-demesne-naas-co-kildare/4710545
7/5/2023 9:48,"40 Blueberry Fields , Broomfield Village, Midleton, Cork",Cork Office,"€265,000",https://www.myhome.ie/residential/brochure/40-blueberry-fields-broomfield-village-midleton-cork/4713616
7/5/2023 9:48,"9 Harbour View Terrace, South Circular Road, Co. Limerick",M & C Property,"€450,000",https://www.myhome.ie/residential/brochure/9-harbour-view-terrace-south-circular-road-co-limerick/4715661
7/5/2023 9:48,"37 Abbey Square, Mungret Gate, Mungret, Limerick",Sean McGee,"€375,000",https://www.myhome.ie/residential/brochure/37-abbey-square-mungret-gate-mungret-limerick/4715660
7/5/2023 9:48,"4 Bed Semi-Detached Homes, Stonehaven, Blessington Road, Naas, Kildare",Knight Frank,"€520,000",https://www.myhome.ie/residential/brochure/4-bed-semi-detached-homes-stonehaven-blessington-road-naas-kildare/4701117
7/5/2023 9:48,"67 Bun A Chnoic, Rahoon, Co. Galway",Kirrane Auctioneering,"€365,000",https://www.myhome.ie/residential/brochure/67-bun-a-chnoic-rahoon-co-galway/4715657
7/5/2023 9:48,"17a Riverside Drive, Castle Park, Rathfarnham, Dublin 14",Will Moore,"€795,000",https://www.myhome.ie/residential/brochure/17a-riverside-drive-castle-park-rathfarnham-dublin-14/4708380
7/5/2023 9:48,"30 Hillside Drive, Rathfarnham, Dublin 14",Will Moore,"€900,000",https://www.myhome.ie/residential/brochure/30-hillside-drive-rathfarnham-dublin-14/4647045
7/5/2023 9:48,"17 Prospect, Rathfarnham, Dublin 16",Jamie Douglas,"€495,000",https://www.myhome.ie/residential/brochure/17-prospect-rathfarnham-dublin-16/4715305
7/5/2023 9:48,"22 Seatown Terrace, Swords, Co. Dublin",Matthew Kenton,"€350,000",https://www.myhome.ie/residential/brochure/22-seatown-terrace-swords-co-dublin/4710762
7/5/2023 9:48,"Apartment 1 Block B, Maryfield Court, Naas, Co. Kildare",DNG Doyle,"€250,000",https://www.myhome.ie/residential/brochure/apartment-1-block-b-maryfield-court-naas-co-kildare/4715654
7/5/2023 9:48,"""Tumbledown Cottage"", Barntown, Wexford",John Keane M.I.P.A.V. Auctioneer & Valuer,"€385,000",https://www.myhome.ie/residential/brochure/tumbledown-cottage-barntown-wexford/4715649
7/5/2023 9:48,"4 Killarney Parade, Phibsborough, Dublin 7",PropertyTeam Lappin Estates,"€625,000",https://www.myhome.ie/residential/brochure/4-killarney-parade-phibsborough-dublin-7/4715651
7/5/2023 9:48,"Apartment 20, Block C2, George's Court, Balbriggan, County Dublin",Siobhain Tuckey,"€200,000",https://www.myhome.ie/residential/brochure/apartment-20-block-c2-george-s-court-balbriggan-county-dublin/4706084
7/5/2023 9:48,"3 Ardeevin Court, Lucan, Dublin",REA McDonald,"€695,000",https://www.myhome.ie/residential/brochure/3-ardeevin-court-lucan-dublin/4715647
7/5/2023 9:48,"Huntsman House, Jigginstown, Naas, Co. Kildare",Sherry FitzGerald O'Reilly (Naas),"€1,250,000",https://www.myhome.ie/residential/brochure/huntsman-house-jigginstown-naas-co-kildare/4709610
7/5/2023 9:48,"29 Dunsink Road, Finglas, Dublin 11",Harry Angel,"€240,000",https://www.myhome.ie/residential/brochure/29-dunsink-road-finglas-dublin-11/4715646
7/5/2023 9:48,"10 Gorey Hill, Gorey, Wexford","Victor Lambert MIPAV, TRV, BSc","€245,000",https://www.myhome.ie/residential/brochure/10-gorey-hill-gorey-wexford/4715644
7/5/2023 9:48,"3 Bedroom Semi-Detached, Ballymakenny Park, Drogheda, Co. Louth",Angela McCabe,"€375,000",https://www.myhome.ie/residential/brochure/3-bedroom-semi-detached-ballymakenny-park-drogheda-co-louth/4669079
7/5/2023 9:48,"32 Temple Manor Grove, Walkinstown, Dublin 12, County Dublin",Sineád Beggan,"€525,000",https://www.myhome.ie/residential/brochure/32-temple-manor-grove-walkinstown-dublin-12-county-dublin/4715643
7/5/2023 9:48,"11 Kilmacud Park, Stillorgan, Co. Dublin",Brian Dempsey,"€645,000",https://www.myhome.ie/residential/brochure/11-kilmacud-park-stillorgan-co-dublin/4609981
7/5/2023 9:48,"43 Watermill Drive, Raheny, Dublin 5",David Tobin,"€525,000",https://www.myhome.ie/residential/brochure/43-watermill-drive-raheny-dublin-5/4714585
7/5/2023 9:48,"Cnoc na Ri, Kingscourt, Cavan",Charlotte Lynch,"€250,000",https://www.myhome.ie/residential/brochure/cnoc-na-ri-kingscourt-cavan/4708548
7/5/2023 9:48,"18 Fern Grove, Forest Hill, Carrigaline, Cork",Dan Howard M.I.P.A.V. TRV MMCEPI,"€450,000",https://www.myhome.ie/residential/brochure/18-fern-grove-forest-hill-carrigaline-cork/4715475
7/5/2023 9:48,"12 Seamount View, Swords, County Dublin",Brophy Estates,"€475,000",https://www.myhome.ie/residential/brochure/12-seamount-view-swords-county-dublin/4715639
7/5/2023 9:48,"29 Bushy Park House, Terenure, Dublin 6W",Jamie Hanrahan,"€465,000",https://www.myhome.ie/residential/brochure/29-bushy-park-house-terenure-dublin-6w/4708378
7/5/2023 9:48,"28 Saint Anne's Park, Shankill, Dublin 18, Co. Dublin",Garrett O'Bric,"€485,000",https://www.myhome.ie/residential/brochure/28-saint-anne-s-park-shankill-dublin-18-co-dublin/4715640
7/5/2023 9:48,"32 Glenbarrow, Portlaoise, Laois",Caroline Bergin,"€230,000",https://www.myhome.ie/residential/brochure/32-glenbarrow-portlaoise-laois/4715638
7/5/2023 9:48,"2 Ashbury Avenue, Roscrea, Co. Tipperary",Julie Fogarty,"€135,000",https://www.myhome.ie/residential/brochure/2-ashbury-avenue-roscrea-co-tipperary/4648535
7/5/2023 9:48,"2 Melrose Cottage, Church Avenue, Portmarnock, Dublin 13, Dublin",Isabelle Crean,"Guide Price €440,000",https://www.myhome.ie/residential/brochure/2-melrose-cottage-church-avenue-portmarnock-dublin-13-dublin/4715630
7/5/2023 9:48,"5 Red Island, Skerries, County Dublin",Ross Halligan,"€995,000",https://www.myhome.ie/residential/brochure/5-red-island-skerries-county-dublin/4693149
7/5/2023 9:48,"19 Eden Grove, Rathfarnham, Dublin 16",Edwin Dempsey,"€645,000",https://www.myhome.ie/residential/brochure/19-eden-grove-rathfarnham-dublin-16/4697077
7/5/2023 9:48,"Gortavalla, Doon, Limerick",Eoin Hogan,"€285,000",https://www.myhome.ie/residential/brochure/gortavalla-doon-limerick/4715496
7/5/2023 9:48,"94 Briarfield Grove, Kilbarrack, Dublin",Dublin  Office,"€325,000",https://www.myhome.ie/residential/brochure/94-briarfield-grove-kilbarrack-dublin/4715624
7/5/2023 9:48,"49 Llewellyn Court, Rathfarnham, Dublin 14",,"€522,000",https://www.myhome.ie/residential/brochure/49-llewellyn-court-rathfarnham-dublin-14/4715629
7/5/2023 9:48,"46 Corr Castle, Sutton,   Dublin 13",Barbara Kelly,"€550,000",https://www.myhome.ie/residential/brochure/46-corr-castle-sutton-dublin-13/4713546
7/5/2023 9:48,"26 Parkview, Oldcastle Road, Ballyjamesduff, County Cavan",Margaret McCabe,"€290,000",https://www.myhome.ie/residential/brochure/26-parkview-oldcastle-road-ballyjamesduff-county-cavan/4715628
7/5/2023 9:48,"18 St. Enda's Drive, Rathfarnham, Dublin 14",Cathal McCarthy,"€695,000",https://www.myhome.ie/residential/brochure/18-st-enda-s-drive-rathfarnham-dublin-14/4603961
7/5/2023 9:48,"2 Owendore Avenue, Rathfarnham, Dublin 14",Cathal McCarthy,"€750,000",https://www.myhome.ie/residential/brochure/2-owendore-avenue-rathfarnham-dublin-14/4687607
7/5/2023 9:48,"21 Woodside, Rathnew, Co. Wicklow",Sherry FitzGerald Catherine O'Reilly,"€350,000",https://www.myhome.ie/residential/brochure/21-woodside-rathnew-co-wicklow/4715623
7/5/2023 9:48,"33 Castle Raven, Nurney, Co.Kildare, Nurney, Kildare",McWey Auctioneers,"€358,000",https://www.myhome.ie/residential/brochure/33-castle-raven-nurney-co-kildare-nurney-kildare/4715618
7/5/2023 9:48,"50 Southbank, Swords, Co. Dublin",Matthew Kenton,"€380,000",https://www.myhome.ie/residential/brochure/50-southbank-swords-co-dublin/4715622
7/5/2023 9:48,"14 Athgarvan Heights, Newbridge, Kildare",Maura Donohoe Auctioneers,"€580,000",https://www.myhome.ie/residential/brochure/14-athgarvan-heights-newbridge-kildare/4715603
7/5/2023 9:48,"Apartment 15 Manor Villas,, Harold's Cross, Dublin 6W",Declan Reilly,"€360,000",https://www.myhome.ie/residential/brochure/apartment-15-manor-villas-harold-s-cross-dublin-6w/4696096
7/5/2023 9:48,"57 Árd Rí, Beamore Road, Drogheda, Meath",Thomas Byrne - Auctioneers & Valuers,"€240,000",https://www.myhome.ie/residential/brochure/57-rd-r-beamore-road-drogheda-meath/4715617
7/5/2023 9:48,"3 Irvine Terrace, East Wall, Dublin 3, County Dublin",Siobhan Foley,"€295,000",https://www.myhome.ie/residential/brochure/3-irvine-terrace-east-wall-dublin-3-county-dublin/4704787
7/5/2023 9:49,"36 Redwood, Hollystown, Dublin 15",DNG Castleknock,"€445,000",https://www.myhome.ie/residential/brochure/36-redwood-hollystown-dublin-15/4687100
7/5/2023 9:49,"49 The Rowan, Rockfield, Dundrum, Dublin 16",Jacqui Tallon,"€440,000",https://www.myhome.ie/residential/brochure/49-the-rowan-rockfield-dundrum-dublin-16/4713440
7/5/2023 9:49,"Apartment 50, 35-38 Mountjoy Square South, North City Centre, Dublin",Dublin  Office,"€295,000",https://www.myhome.ie/residential/brochure/apartment-50-35-38-mountjoy-square-south-north-city-centre-dublin/4715506
7/5/2023 9:49,"Bay View, Bawnlahan, Tragumna, Skibbereen,   West Cork",Pat Maguire M.I.P.,"€395,000",https://www.myhome.ie/residential/brochure/bay-view-bawnlahan-tragumna-skibbereen-west-cork/4637588
7/5/2023 9:49,"18 Stralem Terrace, Ongar, Dublin 15",Duffy Auctioneers MIPAV Sale and Letting Agent,"€350,000",https://www.myhome.ie/residential/brochure/18-stralem-terrace-ongar-dublin-15/4712902
7/5/2023 9:49,"115 Ardleigh Vale, Mullingar, Westmeath",Liam Connaughton,"€260,000",https://www.myhome.ie/residential/brochure/115-ardleigh-vale-mullingar-westmeath/4715612
7/5/2023 9:49,"15 Broadlands, Ballinclea Road, Killiney, Co. Dublin",Rory  Kirwan,"€895,000",https://www.myhome.ie/residential/brochure/15-broadlands-ballinclea-road-killiney-co-dublin/4711358
7/5/2023 9:49,"21 Knockanevin, Borrisoleigh, Thurles, Tipperary",REA Eoin Dillon,"€199,950",https://www.myhome.ie/residential/brochure/21-knockanevin-borrisoleigh-thurles-tipperary/4715614
7/5/2023 9:49,"42 Cypress Grove North, Templeogue,   Dublin 6W",Alistair Hickey,"€745,000",https://www.myhome.ie/residential/brochure/42-cypress-grove-north-templeogue-dublin-6w/4715611
7/5/2023 9:49,"The Prairie, Lissacaha, Schull,   West Cork",Pat Maguire M.I.P.,"€350,000",https://www.myhome.ie/residential/brochure/the-prairie-lissacaha-schull-west-cork/4695925
7/5/2023 9:49,"5 Bedroom Home Dargle Demesne, Enniskerry, Wicklow",Jamie Purtill O’Br,"€1,795,000",https://www.myhome.ie/residential/brochure/5-bedroom-home-dargle-demesne-enniskerry-wicklow/4699211
7/5/2023 9:49,"106 GRIFFITH AVENUE, Drumcondra, Dublin 9",Ronan Crinion,"€975,000",https://www.myhome.ie/residential/brochure/106-griffith-avenue-drumcondra-dublin-9/4705111
7/5/2023 9:49,"Annagh, Glenfarne, Leitrim",D.M. Auctions Ltd (Sligo),"€115,000",https://www.myhome.ie/residential/brochure/annagh-glenfarne-leitrim/4715613
7/5/2023 9:49,"17 Lourdes Square, Drogheda, Louth",Thomas Byrne - Auctioneers & Valuers,"€175,000",https://www.myhome.ie/residential/brochure/17-lourdes-square-drogheda-louth/4715610
7/5/2023 9:49,"60 Botanic Hall, Addison Park, Glasnevin, Dublin 11",Nigel Kennedy,"€695,000",https://www.myhome.ie/residential/brochure/60-botanic-hall-addison-park-glasnevin-dublin-11/4672706
7/5/2023 9:49,"45 Rosehill, Newport, Co. Tipperary",Michael Gilmartin,"€250,000",https://www.myhome.ie/residential/brochure/45-rosehill-newport-co-tipperary/4715605
7/5/2023 9:49,"Apartment 57 Wingfield, Stepaside, Dublin",Dublin  Office,"€350,000",https://www.myhome.ie/residential/brochure/apartment-57-wingfield-stepaside-dublin/4715516
7/5/2023 9:49,"54A Ballinteer Park, Ballinteer, Dublin 16",Darren Chambers,"€1,250,000",https://www.myhome.ie/residential/brochure/54a-ballinteer-park-ballinteer-dublin-16/4710245
7/5/2023 9:49,"Two Sites at Millford , Craanford, Wexford",Wilsons Auctions,"AMV €60,000",https://www.myhome.ie/residential/brochure/two-sites-at-millford-craanford-wexford/4715595
7/5/2023 9:49,"1 Oldtown Walk, Oldtown Demesne, Naas, County Kildare",Coonan Naas,"€675,000",https://www.myhome.ie/residential/brochure/1-oldtown-walk-oldtown-demesne-naas-county-kildare/4715600
7/5/2023 9:49,"5 Ramleh Hall, Mount St Annes, Milltown, Dublin 6",Deirdre Hegarty,"€545,000",https://www.myhome.ie/residential/brochure/5-ramleh-hall-mount-st-annes-milltown-dublin-6/4715597
7/5/2023 9:49,"43 The Tannery, Cork Street, Dublin 8",Stephen Harrington,"€290,000",https://www.myhome.ie/residential/brochure/43-the-tannery-cork-street-dublin-8/4715596
7/5/2023 9:49,"Carrigaholt Cottage and Lands, Rinemackaderrig, Carrigaholt Castle, Carrigaholt, Co. Clare",Sherry FitzGerald McMahon,"€650,000",https://www.myhome.ie/residential/brochure/carrigaholt-cottage-and-lands-rinemackaderrig-carrigaholt-castle-carrigaholt-co-clare/4715594
7/5/2023 9:49,"210 Parklands, Ivy Terrace, Tralee, Co. Kerry",Ian McCarthy,"Guide Price €95,000",https://www.myhome.ie/residential/brochure/210-parklands-ivy-terrace-tralee-co-kerry/4715593
7/5/2023 9:49,"1 Evergreen Way, Whiterock Hill, Wexford Town, Wexford",John Kearney,"€295,000",https://www.myhome.ie/residential/brochure/1-evergreen-way-whiterock-hill-wexford-town-wexford/4708297
7/5/2023 9:49,"27 Greenville Avenue, South Circular Road,   Dublin 8",Emer Costello,"€525,000",https://www.myhome.ie/residential/brochure/27-greenville-avenue-south-circular-road-dublin-8/4712552
7/5/2023 9:49,"Apartment 8 The Crescent, Mill Tree Park, Ratoath, Co. Meath",Isabelle Crean,"Guide Price €245,000",https://www.myhome.ie/residential/brochure/apartment-8-the-crescent-mill-tree-park-ratoath-co-meath/4715591
7/5/2023 9:49,"5 The Orchard, Ballyrickard, Tralee, Kerry",Tommy Carmody,"€225,000",https://www.myhome.ie/residential/brochure/5-the-orchard-ballyrickard-tralee-kerry/4689291
7/5/2023 9:49,"Four Winds, Ardoughter, Ballyduff, Kerry",Tommy Carmody,"€169,000",https://www.myhome.ie/residential/brochure/four-winds-ardoughter-ballyduff-kerry/4702311
7/5/2023 9:49,"1 Kerry Lee, Killeen, Tralee, Kerry",Tommy Carmody,POA,https://www.myhome.ie/residential/brochure/1-kerry-lee-killeen-tralee-kerry/4709162
7/5/2023 9:49,"13 The Oaks, Liscreagh, Murroe, Limerick",James Lee,"€230,000",https://www.myhome.ie/residential/brochure/13-the-oaks-liscreagh-murroe-limerick/4715592
7/5/2023 9:49,"Oldtown, Johnstown, Navan, Meath",Smith Harrington Auctioneers & Valuers,"€279,950",https://www.myhome.ie/residential/brochure/oldtown-johnstown-navan-meath/4714779
7/5/2023 9:49,"62 The Ramparts, Dublin 18, Cabinteely",Jamie Fallon,"Guide Price €265,000",https://www.myhome.ie/residential/brochure/62-the-ramparts-dublin-18-cabinteely/4715589
7/5/2023 9:49,"34 Russell Avenue, Drumcondra, Dublin 3",Sandra D'Arcy,"€475,000",https://www.myhome.ie/residential/brochure/34-russell-avenue-drumcondra-dublin-3/4709912
7/5/2023 9:49,"3 Bedroom Home Dargle Demense, Enniskerry, Wicklow",Jamie Purtill O’Br,"€1,250,000",https://www.myhome.ie/residential/brochure/3-bedroom-home-dargle-demense-enniskerry-wicklow/4699154
7/5/2023 9:49,"Main Street, Rathdowney, Co. Laois",Jamie Fallon,"Guide Price €80,000",https://www.myhome.ie/residential/brochure/main-street-rathdowney-co-laois/4715586
7/5/2023 9:49,"Bolacreen (Folio WX7050F), Ferns, Co. Wexford",Patrick Garland,"Guide Price €60,000",https://www.myhome.ie/residential/brochure/bolacreen-folio-wx7050f-ferns-co-wexford/4715585
7/5/2023 9:49,"60 Harty Place, South Circular Road,   Dublin 8",Alistair Hickey,"€360,000",https://www.myhome.ie/residential/brochure/60-harty-place-south-circular-road-dublin-8/4706231
7/5/2023 9:49,"Burkestown, Ballycullane, Co. Wexford",Jamie Fallon,"Guide Price €280,000",https://www.myhome.ie/residential/brochure/burkestown-ballycullane-co-wexford/4715581
7/5/2023 9:49,"32 Park Drive Close, Castleknock, Dublin 15",Maria Walsh,"€520,000",https://www.myhome.ie/residential/brochure/32-park-drive-close-castleknock-dublin-15/4695891
7/5/2023 9:49,"41 Grand Canal View, Rialto, Dublin 8",Deirdre O'Gara,"€375,000",https://www.myhome.ie/residential/brochure/41-grand-canal-view-rialto-dublin-8/4701050
7/5/2023 9:49,"3 Bedroom Mid Terrace, Ballymakenny Park, Drogheda, Co. Louth",Angela McCabe,"€350,000",https://www.myhome.ie/residential/brochure/3-bedroom-mid-terrace-ballymakenny-park-drogheda-co-louth/4669091
7/5/2023 9:49,"58 Millbridge Way, Naas, Co. Kildare",Sherry FitzGerald O'Reilly (Naas),"€405,000",https://www.myhome.ie/residential/brochure/58-millbridge-way-naas-co-kildare/4711470
7/5/2023 9:49,"98 Meadow Gate, Gorey, Wexford",Jean Humphreys,"€290,000",https://www.myhome.ie/residential/brochure/98-meadow-gate-gorey-wexford/4707622
7/5/2023 9:49,"Saint Ronans, 6 Kitestown Road, Howth, Co. Dublin",Wayne O'Brien,"€1,170,000",https://www.myhome.ie/residential/brochure/saint-ronans-6-kitestown-road-howth-co-dublin/4701043
7/5/2023 9:49,"28 The Court, High Park, Drumcondra, Dublin 9, County Dublin",Fiona McGowan,"€335,000",https://www.myhome.ie/residential/brochure/28-the-court-high-park-drumcondra-dublin-9-county-dublin/4686534
7/5/2023 9:49,"Sunbury Park , Dartry, Dublin 6",Marshall Properties,"€1,150,000",https://www.myhome.ie/residential/brochure/sunbury-park-dartry-dublin-6/4706778
7/5/2023 9:49,"924 St. Patrick's Park, Celbridge, Kildare",TEAM LORRAINE MULLIGAN,"€370,000",https://www.myhome.ie/residential/brochure/924-st-patrick-s-park-celbridge-kildare/4715768
7/5/2023 9:49,"16 Chapelgate, St. Alphonsus Road, Drumcondra, Dublin 3",Barry  Connolly,"€500,000",https://www.myhome.ie/residential/brochure/16-chapelgate-st-alphonsus-road-drumcondra-dublin-3/4715769
7/5/2023 9:49,"194 GRACE PARK ROAD, Drumcondra, Dublin 9",Ronan Crinion,"€625,000",https://www.myhome.ie/residential/brochure/194-grace-park-road-drumcondra-dublin-9/4680632
7/5/2023 9:49,"17 Lohunda Close, Clonsilla, Dublin 15",Duffy Auctioneers MIPAV Sale and Letting Agent,"€375,000",https://www.myhome.ie/residential/brochure/17-lohunda-close-clonsilla-dublin-15/4713668
7/5/2023 9:49,"Loughanelton, Calry, Co. Sligo",Niall Draper,"€320,000",https://www.myhome.ie/residential/brochure/loughanelton-calry-co-sligo/4706759
7/5/2023 9:49,"51 Newfield Estate, Drogheda, Louth",Anthony Byrne,"€230,000",https://www.myhome.ie/residential/brochure/51-newfield-estate-drogheda-louth/4715766
7/5/2023 9:49,"12 Saint Mark's Terrace, Scarlet Street, Drogheda, Louth",Anthony Byrne,"€225,000",https://www.myhome.ie/residential/brochure/12-saint-mark-s-terrace-scarlet-street-drogheda-louth/4715675
7/5/2023 9:49,"73 Willouise, Sallins, Co. Kildare",Cathal O'Reilly,"€445,000",https://www.myhome.ie/residential/brochure/73-willouise-sallins-co-kildare/4713520
7/5/2023 9:49,"2 Ferncarrig Avenue, Fernleigh, Sandyford, Dublin 16",Darren Chambers,"€545,000",https://www.myhome.ie/residential/brochure/2-ferncarrig-avenue-fernleigh-sandyford-dublin-16/4715765
7/5/2023 9:49,"62 Ellesmere Avenue, North Circular Road, Dublin 1",Barry  Connolly,"€595,000",https://www.myhome.ie/residential/brochure/62-ellesmere-avenue-north-circular-road-dublin-1/4715764
7/5/2023 9:49,"Carrowtrasna, Churchill, Donegal",Austin Reynolds,"€50,000",https://www.myhome.ie/residential/brochure/carrowtrasna-churchill-donegal/4715435
7/5/2023 9:49,"10 The Paddocks, Kildangan, Kildare",MPA Duffy Property,"€395,000",https://www.myhome.ie/residential/brochure/10-the-paddocks-kildangan-kildare/4715761
7/5/2023 9:49,"Doneely, Merton Road, , Rathmines, Dublin 6",Joe Beirne,"€1,585,000",https://www.myhome.ie/residential/brochure/doneely-merton-road-rathmines-dublin-6/4691819
7/5/2023 9:49,"41 Grand Canal View, Rialto, Dublin 8",Deirdre O'Gara,"€375,000",https://www.myhome.ie/residential/brochure/41-grand-canal-view-rialto-dublin-8/4701050
7/5/2023 9:49,"3 Bedroom Mid Terrace, Ballymakenny Park, Drogheda, Co. Louth",Angela McCabe,"€350,000",https://www.myhome.ie/residential/brochure/3-bedroom-mid-terrace-ballymakenny-park-drogheda-co-louth/4669091
7/5/2023 9:49,"58 Millbridge Way, Naas, Co. Kildare",Sherry FitzGerald O'Reilly (Naas),"€405,000",https://www.myhome.ie/residential/brochure/58-millbridge-way-naas-co-kildare/4711470
7/5/2023 9:49,"98 Meadow Gate, Gorey, Wexford",Jean Humphreys,"€290,000",https://www.myhome.ie/residential/brochure/98-meadow-gate-gorey-wexford/4707622
7/5/2023 9:49,"Saint Ronans, 6 Kitestown Road, Howth, Co. Dublin",Wayne O'Brien,"€1,170,000",https://www.myhome.ie/residential/brochure/saint-ronans-6-kitestown-road-howth-co-dublin/4701043
7/5/2023 9:49,"28 The Court, High Park, Drumcondra, Dublin 9, County Dublin",Fiona McGowan,"€335,000",https://www.myhome.ie/residential/brochure/28-the-court-high-park-drumcondra-dublin-9-county-dublin/4686534
7/5/2023 9:49,"Sunbury Park , Dartry, Dublin 6",Marshall Properties,"€1,150,000",https://www.myhome.ie/residential/brochure/sunbury-park-dartry-dublin-6/4706778
7/5/2023 9:49,"924 St. Patrick's Park, Celbridge, Kildare",TEAM LORRAINE MULLIGAN,"€370,000",https://www.myhome.ie/residential/brochure/924-st-patrick-s-park-celbridge-kildare/4715768
7/5/2023 9:49,"16 Chapelgate, St. Alphonsus Road, Drumcondra, Dublin 3",Barry  Connolly,"€500,000",https://www.myhome.ie/residential/brochure/16-chapelgate-st-alphonsus-road-drumcondra-dublin-3/4715769
7/5/2023 9:49,"194 GRACE PARK ROAD, Drumcondra, Dublin 9",Ronan Crinion,"€625,000",https://www.myhome.ie/residential/brochure/194-grace-park-road-drumcondra-dublin-9/4680632
7/5/2023 9:49,"17 Lohunda Close, Clonsilla, Dublin 15",Duffy Auctioneers MIPAV Sale and Letting Agent,"€375,000",https://www.myhome.ie/residential/brochure/17-lohunda-close-clonsilla-dublin-15/4713668
7/5/2023 9:49,"Loughanelton, Calry, Co. Sligo",Niall Draper,"€320,000",https://www.myhome.ie/residential/brochure/loughanelton-calry-co-sligo/4706759
7/5/2023 9:49,"51 Newfield Estate, Drogheda, Louth",Anthony Byrne,"€230,000",https://www.myhome.ie/residential/brochure/51-newfield-estate-drogheda-louth/4715766
